autonomy,competence,relatedness,pleasure,interest,importance,situation_requires,anxiety_guilt_avoidance,another_wants,Date,User
28,27,24,26,5,34,28,28,0,2020-02-12T10:50:14Z,Moti_P17
28,26,28,1,18,37,37,5,3,2020-02-12T12:19:00Z,Moti_P17
36,32,21,7,0,34,31,19,14,2020-02-12T13:03:41Z,Moti_P17
38,28,25,26,20,33,24,3,0,2020-02-13T07:01:14Z,Moti_P17
33,29,22,29,31,36,37,16,0,2020-02-13T08:47:07Z,Moti_P17
27,27,26,0,2,19,38,21,39,2020-02-13T10:12:21Z,Moti_P17
30,23,20,3,0,34,34,17,25,2020-02-13T13:56:00Z,Moti_P17
26,23,25,16,17,20,24,18,0,2020-02-13T13:58:57Z,Moti_P17
41,41,22,0,37,37,33,20,0,2020-02-13T15:41:36Z,Moti_P17
30,22,20,26,30,42,37,21,0,2020-02-14T08:16:29Z,Moti_P17
34,28,27,13,29,32,30,19,18,2020-02-14T10:21:37Z,Moti_P17
38,26,27,23,24,32,38,32,24,2020-02-14T12:15:33Z,Moti_P17
28,29,27,30,30,35,27,5,17,2020-02-14T13:11:30Z,Moti_P17
29,25,22,2,7,18,33,18,26,2020-02-14T13:21:34Z,Moti_P17
29,30,26,15,2,31,28,0,9,2020-02-14T15:30:50Z,Moti_P17
28,28,20,18,6,26,29,11,26,2020-02-15T09:45:20Z,Moti_P17
26,28,23,22,26,34,28,26,0,2020-02-15T10:57:30Z,Moti_P17
33,30,22,15,0,27,27,5,24,2020-02-15T11:00:56Z,Moti_P17
21,11,18,2,10,26,36,26,0,2020-02-15T13:30:05Z,Moti_P17
26,27,17,0,0,32,39,25,24,2020-02-15T14:22:43Z,Moti_P17
42,32,23,26,34,33,23,11,0,2020-02-15T15:30:22Z,Moti_P17
24,28,22,18,0,20,40,23,24,2020-02-16T08:45:57Z,Moti_P17
30,33,27,3,6,27,44,11,7,2020-02-16T10:20:43Z,Moti_P17
31,28,24,4,37,39,37,2,21,2020-02-16T12:15:10Z,Moti_P17
30,25,22,21,1,31,30,5,15,2020-02-16T13:28:58Z,Moti_P17
22,22,20,24,10,39,29,22,0,2020-02-16T14:36:39Z,Moti_P17
35,28,23,20,6,32,28,19,28,2020-02-16T15:54:50Z,Moti_P17
30,12,20,18,22,32,37,6,0,2020-02-17T07:47:19Z,Moti_P17
31,26,25,25,15,33,30,9,0,2020-02-17T09:10:12Z,Moti_P17
29,31,27,16,26,32,26,6,1,2020-02-17T11:12:23Z,Moti_P17
34,24,26,26,24,27,25,0,0,2020-02-17T12:16:45Z,Moti_P17
29,30,27,28,0,10,0,0,0,2020-02-17T15:31:05Z,Moti_P17
32,22,21,24,19,41,27,4,0,2020-02-18T07:43:15Z,Moti_P17
39,40,29,29,21,38,38,0,3,2020-02-18T09:21:06Z,Moti_P17
8,32,26,29,0,2,0,0,0,2020-02-18T10:50:37Z,Moti_P17
28,35,26,2,10,28,30,2,25,2020-02-18T12:06:23Z,Moti_P17
32,26,24,21,27,28,15,0,0,2020-02-18T13:45:20Z,Moti_P17
24,28,25,4,0,20,27,15,25,2020-02-18T15:56:00Z,Moti_P17
31,33,24,31,26,38,29,11,0,2020-02-19T07:35:49Z,Moti_P17
33,32,27,25,5,32,33,3,8,2020-02-19T09:21:19Z,Moti_P17
28,28,23,18,23,23,18,5,0,2020-02-19T10:30:28Z,Moti_P17
30,30,30,25,27,29,26,4,0,2020-02-19T12:28:10Z,Moti_P17
29,33,24,15,0,29,30,18,27,2020-02-19T15:35:50Z,Moti_P17
28,27,23,17,19,11,20,15,14,2020-02-20T07:12:46Z,Moti_P17
29,33,26,0,17,26,37,22,33,2020-02-20T09:13:32Z,Moti_P17
31,30,23,6,0,29,40,0,7,2020-02-20T10:30:55Z,Moti_P17
25,33,24,0,0,27,42,0,23,2020-02-20T12:02:13Z,Moti_P17
25,28,26,18,27,30,20,17,13,2020-02-20T13:35:20Z,Moti_P17
37,23,22,25,30,36,36,22,22,2020-02-20T13:56:07Z,Moti_P17
33,33,32,29,39,32,38,20,19,2020-02-21T08:55:43Z,Moti_P17
28,10,22,20,26,31,34,22,17,2020-02-21T10:14:31Z,Moti_P17
30,28,22,5,0,22,32,30,14,2020-02-21T13:55:32Z,Moti_P17
26,29,24,24,27,31,29,23,0,2020-02-21T14:26:05Z,Moti_P17
27,27,24,25,0,25,30,20,28,2020-02-21T14:44:21Z,Moti_P17
36,33,23,28,33,32,29,23,19,2020-02-21T15:32:39Z,Moti_P17
36,31,25,31,38,31,25,19,5,2020-02-22T08:47:03Z,Moti_P17
30,23,24,16,0,22,39,4,18,2020-02-22T09:55:10Z,Moti_P17
29,29,23,32,26,33,33,23,0,2020-02-22T10:39:42Z,Moti_P17
26,27,24,24,0,27,32,19,30,2020-02-22T13:35:41Z,Moti_P17
29,31,25,29,0,32,26,16,28,2020-02-22T15:30:35Z,Moti_P17
31,25,24,0,0,30,28,0,25,2020-02-23T08:38:57Z,Moti_P17
31,19,22,17,17,37,31,17,0,2020-02-23T10:25:24Z,Moti_P17
30,19,21,12,29,33,26,26,0,2020-02-23T10:53:35Z,Moti_P17
26,27,20,27,21,32,34,22,21,2020-02-23T13:45:16Z,Moti_P17
33,27,26,27,6,32,26,12,0,2020-02-23T15:31:02Z,Moti_P17
29,27,23,3,3,32,27,11,25,2020-02-24T07:24:02Z,Moti_P17
28,28,25,19,27,30,27,15,0,2020-02-24T09:08:54Z,Moti_P17
32,25,19,25,30,31,27,13,0,2020-02-24T10:10:44Z,Moti_P17
30,32,17,37,32,8,16,0,0,2020-02-24T13:03:41Z,Moti_P17
29,33,23,18,1,30,28,14,23,2020-02-24T13:10:38Z,Moti_P17
35,36,26,32,29,33,22,10,0,2020-02-24T15:33:14Z,Moti_P17
35,33,25,24,28,29,28,11,0,2020-02-25T07:44:04Z,Moti_P17
40,31,23,21,0,27,36,12,0,2020-02-25T09:15:56Z,Moti_P17
29,29,24,39,0,3,21,21,0,2020-02-25T09:49:31Z,Moti_P17
35,29,27,20,24,36,40,17,16,2020-02-25T10:40:23Z,Moti_P17
33,35,24,23,19,37,31,18,19,2020-02-25T12:46:31Z,Moti_P17
39,30,29,18,30,34,33,7,16,2020-02-25T13:35:16Z,Moti_P17
35,35,27,10,0,32,33,13,27,2020-02-25T15:30:22Z,Moti_P17
29,27,25,15,29,28,34,18,22,2020-02-26T07:45:47Z,Moti_P17
27,27,26,0,15,26,30,25,31,2020-02-26T09:21:13Z,Moti_P17
29,30,25,3,7,23,37,20,26,2020-02-26T10:50:13Z,Moti_P17
34,29,28,7,28,31,30,17,29,2020-02-26T13:05:34Z,Moti_P17
30,32,30,27,27,26,36,25,23,2020-02-26T14:11:57Z,Moti_P17
25,30,24,0,0,32,30,5,32,2020-02-26T14:15:22Z,Moti_P17
33,30,26,32,0,26,33,9,27,2020-02-26T15:40:09Z,Moti_P17
28,34,27,34,34,32,25,19,11,2020-02-27T07:35:32Z,Moti_P17
28,33,26,13,0,26,37,3,30,2020-02-27T09:07:42Z,Moti_P17
36,23,23,19,21,37,33,19,0,2020-02-27T09:37:33Z,Moti_P17
33,30,19,24,0,25,27,14,0,2020-02-27T11:10:06Z,Moti_P17
28,33,24,29,0,28,30,7,30,2020-02-27T13:46:09Z,Moti_P17
29,28,25,8,0,29,36,14,31,2020-02-27T15:31:17Z,Moti_P17
36,25,27,23,23,32,35,4,0,2020-02-28T08:56:42Z,Moti_P17
32,31,22,30,25,33,31,12,0,2020-02-28T10:43:53Z,Moti_P17
29,29,22,32,18,38,31,23,0,2020-02-28T11:54:12Z,Moti_P17
30,31,29,33,30,33,32,18,0,2020-02-28T13:53:18Z,Moti_P17
26,24,23,0,12,34,34,8,23,2020-02-28T14:01:32Z,Moti_P17
26,26,24,4,0,35,30,30,30,2020-02-29T08:45:40Z,Moti_P17
27,26,22,1,0,29,37,20,29,2020-02-29T10:23:24Z,Moti_P17
35,27,24,23,28,37,39,27,6,2020-02-29T12:21:15Z,Moti_P17
22,28,28,6,0,24,29,22,23,2020-02-29T13:46:34Z,Moti_P17
30,32,22,6,0,25,34,13,28,2020-02-29T15:31:05Z,Moti_P17
26,30,24,27,30,38,27,21,0,2020-03-01T09:06:43Z,Moti_P17
43,30,27,39,36,41,44,20,0,2020-03-01T10:28:09Z,Moti_P17
30,31,25,9,0,31,39,0,23,2020-03-01T12:16:20Z,Moti_P17
28,29,26,5,0,38,33,9,32,2020-03-01T13:19:13Z,Moti_P17
39,37,29,34,32,35,35,21,0,2020-03-01T15:30:14Z,Moti_P17
31,24,30,27,29,30,33,22,1,2020-03-02T07:07:30Z,Moti_P17
36,25,25,1,18,26,33,32,31,2020-03-02T10:20:46Z,Moti_P17
27,26,25,0,4,23,33,19,22,2020-03-02T11:55:48Z,Moti_P17
32,31,24,0,0,30,35,21,0,2020-03-02T14:07:14Z,Moti_P17
26,34,24,24,30,38,35,9,0,2020-03-03T07:22:04Z,Moti_P17
37,33,26,30,12,40,29,22,0,2020-03-03T09:20:47Z,Moti_P17
30,28,28,28,32,33,31,20,11,2020-03-03T10:20:28Z,Moti_P17
28,21,25,13,33,30,33,32,27,2020-03-03T11:52:32Z,Moti_P17
31,28,28,7,25,27,33,22,21,2020-03-03T12:53:13Z,Moti_P17
28,22,24,0,17,22,27,19,29,2020-03-03T13:57:58Z,Moti_P17
35,35,26,30,27,22,24,22,1,2020-03-03T15:30:54Z,Moti_P17
25,24,24,0,0,17,46,0,20,2020-03-04T07:01:31Z,Moti_P17
26,21,23,0,6,29,39,28,28,2020-03-04T10:23:27Z,Moti_P17
26,25,25,12,10,24,28,25,15,2020-03-04T15:31:03Z,Moti_P17
25,26,27,9,17,27,30,19,25,2020-03-05T10:25:31Z,Moti_P17
25,20,17,0,4,26,41,0,33,2020-03-05T12:11:54Z,Moti_P17
26,22,19,0,0,22,32,18,25,2020-03-05T13:50:19Z,Moti_P17
19,24,19,14,0,24,27,8,29,2020-03-05T13:53:15Z,Moti_P17
26,27,24,39,20,24,17,15,0,2020-03-05T15:30:12Z,Moti_P17
25,16,22,0,5,24,41,17,28,2020-03-06T08:33:58Z,Moti_P17
18,28,23,30,28,27,23,8,0,2020-03-06T10:23:05Z,Moti_P17
31,25,20,29,29,29,27,10,14,2020-03-06T13:45:38Z,Moti_P17
30,31,20,10,0,29,26,23,0,2020-03-07T08:01:47Z,Moti_P17
25,20,18,22,11,29,40,20,14,2020-03-07T10:21:03Z,Moti_P17
30,28,23,19,21,30,36,23,12,2020-03-07T10:23:04Z,Moti_P17
28,26,25,20,21,29,31,16,9,2020-03-07T13:32:29Z,Moti_P17
27,25,26,11,17,36,28,26,10,2020-03-07T15:11:02Z,Moti_P17
27,22,24,0,0,22,33,17,23,2020-03-07T15:13:25Z,Moti_P17
27,33,18,11,0,25,33,10,29,2020-03-08T08:19:10Z,Moti_P17
27,26,20,11,0,21,35,20,27,2020-03-08T12:16:42Z,Moti_P17
29,31,27,33,24,32,29,26,34,2020-03-08T13:46:09Z,Moti_P17
25,25,24,16,16,34,18,27,0,2020-03-08T15:30:15Z,Moti_P17
23,27,18,6,0,40,37,23,0,2020-03-09T07:14:05Z,Moti_P17
34,28,25,2,5,29,34,22,31,2020-03-09T09:23:07Z,Moti_P17
26,26,21,2,4,21,16,0,4,2020-03-09T12:48:22Z,Moti_P17
27,24,25,26,27,33,27,20,0,2020-03-09T13:07:58Z,Moti_P17
30,27,25,27,26,35,28,16,0,2020-03-09T13:47:38Z,Moti_P17
31,24,24,19,24,22,22,19,0,2020-03-09T15:31:24Z,Moti_P17
24,24,21,2,9,20,27,20,24,2020-03-10T07:46:45Z,Moti_P17
21,13,15,0,0,23,28,17,31,2020-03-10T10:01:29Z,Moti_P17
24,24,20,16,28,21,26,25,33,2020-03-10T13:22:46Z,Moti_P17
25,21,30,21,25,28,29,23,29,2020-03-10T14:00:54Z,Moti_P17
30,24,24,6,3,28,30,23,22,2020-03-10T15:04:17Z,Moti_P17
24,24,26,0,7,27,41,0,11,2020-03-11T10:21:11Z,Moti_P17
32,28,26,16,15,32,37,1,16,2020-03-11T10:23:35Z,Moti_P17
27,25,24,0,0,25,32,0,24,2020-03-12T07:22:54Z,Moti_P17
28,31,21,20,23,26,20,0,7,2020-03-12T10:11:24Z,Moti_P17
28,30,19,15,1,30,30,1,24,2020-03-12T12:15:59Z,Moti_P17
26,32,23,13,0,27,32,14,20,2020-03-12T12:47:38Z,Moti_P17
20,21,24,2,16,20,24,16,17,2020-03-12T15:31:24Z,Moti_P17
24,25,27,9,23,23,29,23,3,2020-03-13T10:22:22Z,Moti_P17
24,34,27,24,26,28,22,11,7,2020-03-13T12:16:08Z,Moti_P17
24,15,14,8,19,25,20,17,13,2020-03-13T13:57:34Z,Moti_P17
26,21,24,2,0,24,29,0,21,2020-03-13T15:33:59Z,Moti_P17
30,29,25,9,0,27,34,0,0,2020-03-14T10:31:33Z,Moti_P17
25,28,25,17,24,27,22,8,0,2020-03-14T12:15:25Z,Moti_P17
36,27,27,23,21,28,13,0,0,2020-03-14T16:15:16Z,Moti_P17
26,26,22,16,1,23,31,7,0,2020-03-15T08:11:56Z,Moti_P17
31,21,22,6,0,32,26,19,0,2020-03-15T10:18:15Z,Moti_P17
33,20,25,26,18,27,23,20,0,2020-03-15T10:28:18Z,Moti_P17
23,24,23,0,0,25,27,19,28,2020-03-15T13:46:55Z,Moti_P17
24,25,24,22,23,21,16,23,3,2020-03-15T16:30:48Z,Moti_P17
31,27,25,13,0,31,38,12,24,2020-03-16T07:51:52Z,Moti_P17
32,26,21,6,0,25,29,6,26,2020-03-16T09:24:16Z,Moti_P17
27,26,20,10,9,27,28,9,22,2020-03-16T11:48:19Z,Moti_P17
25,27,21,26,24,25,22,1,0,2020-03-16T13:30:33Z,Moti_P17
28,27,22,17,0,31,31,6,21,2020-03-16T13:31:49Z,Moti_P17
27,30,28,17,23,23,5,17,0,2020-03-17T07:29:09Z,Moti_P17
24,21,20,0,21,20,27,21,23,2020-03-17T10:20:26Z,Moti_P17
27,25,22,16,0,2,0,0,0,2020-03-17T10:42:38Z,Moti_P17
27,25,23,2,18,25,24,18,19,2020-03-17T11:33:02Z,Moti_P17
28,25,22,10,0,22,21,17,13,2020-03-17T12:17:53Z,Moti_P17
28,27,23,13,21,24,28,27,3,2020-03-17T15:02:17Z,Moti_P17
25,26,25,6,0,29,29,17,25,2020-03-18T07:52:08Z,Moti_P17
26,26,25,6,15,20,28,21,25,2020-03-18T09:20:27Z,Moti_P17
26,26,27,14,17,28,25,2,0,2020-03-18T10:20:11Z,Moti_P17
38,29,24,28,18,35,27,21,0,2020-03-18T10:27:19Z,Moti_P17
31,28,24,24,23,27,30,17,17,2020-03-18T13:34:03Z,Moti_P17
25,23,26,18,21,25,28,16,8,2020-03-19T08:01:01Z,Moti_P17
27,26,26,7,0,23,25,3,14,2020-03-19T09:43:09Z,Moti_P17
23,25,23,0,18,26,28,14,23,2020-03-19T12:51:04Z,Moti_P17
30,28,26,28,34,32,31,22,0,2020-03-19T12:54:16Z,Moti_P17
24,23,25,17,2,29,30,26,29,2020-03-19T14:16:49Z,Moti_P17
34,25,22,8,18,29,31,21,0,2020-03-19T15:41:31Z,Moti_P17
28,25,25,2,15,23,31,20,24,2020-03-20T08:02:42Z,Moti_P17
23,20,24,0,7,29,29,26,29,2020-03-20T10:21:12Z,Moti_P17
23,24,22,24,18,28,29,17,0,2020-03-20T11:33:15Z,Moti_P17
26,12,23,4,1,25,29,23,0,2020-03-20T11:35:33Z,Moti_P17
26,27,26,6,0,26,31,17,24,2020-03-20T14:16:28Z,Moti_P17
26,27,25,20,27,28,17,23,0,2020-03-20T14:22:00Z,Moti_P17
26,26,25,16,28,27,32,28,14,2020-03-20T16:32:28Z,Moti_P17
24,26,25,23,31,27,23,22,9,2020-03-21T08:16:16Z,Moti_P17
26,28,23,25,27,31,28,24,25,2020-03-21T10:21:59Z,Moti_P17
22,23,24,3,0,24,28,24,26,2020-03-21T12:16:14Z,Moti_P17
23,24,23,1,0,32,27,21,0,2020-03-21T12:46:14Z,Moti_P17
22,28,26,31,18,25,12,19,22,2020-03-21T14:37:18Z,Moti_P17
31,27,27,27,23,27,27,20,28,2020-03-21T14:38:20Z,Moti_P17
24,22,26,2,0,28,35,2,22,2020-03-21T16:53:48Z,Moti_P17
22,25,24,14,19,21,7,22,0,2020-03-22T09:14:36Z,Moti_P17
26,25,24,15,3,29,25,18,0,2020-03-22T10:39:43Z,Moti_P17
30,25,25,28,20,30,22,27,24,2020-03-22T13:30:13Z,Moti_P17
27,30,22,2,0,24,28,0,28,2020-03-22T14:15:44Z,Moti_P17
37,25,24,19,23,26,30,20,24,2020-03-22T16:07:13Z,Moti_P17
34,27,24,11,0,31,37,15,25,2020-03-23T07:30:22Z,Moti_P17
31,27,30,22,30,36,32,21,0,2020-03-23T10:26:06Z,Moti_P17
24,22,22,2,0,27,33,3,23,2020-03-23T12:16:02Z,Moti_P17
31,29,24,32,31,34,35,22,21,2020-03-23T13:30:14Z,Moti_P17
28,27,24,8,0,30,28,0,27,2020-03-23T14:01:57Z,Moti_P17
17,22,21,0,17,18,26,14,0,2020-03-24T07:38:18Z,Moti_P17
24,25,17,16,13,27,35,20,4,2020-03-24T09:20:30Z,Moti_P17
26,26,27,23,29,27,27,26,26,2020-03-24T09:23:21Z,Moti_P17
22,25,24,2,0,17,28,20,26,2020-03-24T12:15:33Z,Moti_P17
30,28,26,21,34,30,38,23,24,2020-03-24T14:00:17Z,Moti_P17
24,25,25,17,25,25,24,12,11,2020-03-24T15:30:34Z,Moti_P17
24,25,20,12,22,25,21,24,18,2020-03-25T07:30:39Z,Moti_P17
26,23,25,2,0,27,31,20,25,2020-03-25T09:16:49Z,Moti_P17
28,22,23,22,27,27,30,20,14,2020-03-25T10:12:10Z,Moti_P17
19,24,21,14,0,32,33,21,28,2020-03-25T11:51:05Z,Moti_P17
32,26,25,21,0,31,28,16,23,2020-03-25T12:09:32Z,Moti_P17
27,34,20,28,0,25,28,3,28,2020-03-25T14:00:02Z,Moti_P17
33,30,22,13,2,29,34,21,23,2020-03-26T07:31:27Z,Moti_P17
27,27,27,23,15,27,26,24,24,2020-03-26T09:20:27Z,Moti_P17
36,25,26,45,2,21,19,24,0,2020-03-26T10:37:33Z,Moti_P17
29,25,21,4,0,35,37,18,0,2020-03-26T10:39:15Z,Moti_P17
25,26,22,4,0,28,32,23,21,2020-03-26T14:15:50Z,Moti_P17
29,24,21,2,24,32,35,25,25,2020-03-26T14:16:46Z,Moti_P17
33,28,23,15,6,26,34,19,29,2020-03-27T08:01:38Z,Moti_P17
25,26,22,19,0,36,22,24,0,2020-03-27T09:49:08Z,Moti_P17
26,24,17,19,30,25,30,13,23,2020-03-27T10:20:35Z,Moti_P17
21,22,23,0,12,21,28,18,29,2020-03-27T12:23:55Z,Moti_P17
27,26,26,26,30,27,24,19,0,2020-03-27T13:30:23Z,Moti_P17
27,26,26,20,20,26,24,19,11,2020-03-27T14:08:56Z,Moti_P17
32,27,24,23,0,26,30,10,23,2020-03-27T16:09:13Z,Moti_P17
32,24,22,12,2,36,35,2,23,2020-03-28T08:12:05Z,Moti_P17
37,31,30,14,17,34,31,23,0,2020-03-28T11:24:34Z,Moti_P17
32,26,24,2,19,35,30,25,0,2020-03-28T11:26:36Z,Moti_P17
26,30,29,26,29,29,32,28,18,2020-03-28T13:31:37Z,Moti_P17
30,23,23,21,26,32,33,21,23,2020-03-28T13:35:54Z,Moti_P17
30,25,23,0,0,26,32,11,21,2020-03-28T16:09:40Z,Moti_P17
26,26,26,12,20,15,24,19,2,2020-03-29T07:50:19Z,Moti_P17
27,24,23,23,21,31,31,23,23,2020-03-29T09:38:50Z,Moti_P17
27,26,25,16,1,27,30,0,27,2020-03-29T09:42:10Z,Moti_P17
30,22,22,8,15,30,27,24,23,2020-03-29T11:29:14Z,Moti_P17
18,27,24,0,0,9,22,15,38,2020-03-29T12:50:20Z,Moti_P17
25,28,24,21,15,34,28,31,14,2020-03-29T15:07:51Z,Moti_P17
24,26,23,0,0,19,26,0,22,2020-03-30T06:44:06Z,Moti_P17
24,27,24,23,23,34,33,24,17,2020-03-30T08:23:12Z,Moti_P17
26,24,25,22,26,30,31,33,24,2020-03-30T10:25:28Z,Moti_P17
22,28,22,3,0,24,32,25,32,2020-03-30T11:16:24Z,Moti_P17
35,27,24,23,33,31,28,24,9,2020-03-30T11:17:57Z,Moti_P17
27,26,25,28,28,27,30,17,4,2020-03-30T13:05:45Z,Moti_P17
25,25,21,12,4,31,33,26,0,2020-03-30T14:51:56Z,Moti_P17
28,27,24,9,0,26,28,24,34,2020-03-31T06:32:09Z,Moti_P17
34,27,24,12,0,26,28,22,29,2020-03-31T08:21:14Z,Moti_P17
24,25,22,30,30,28,27,20,0,2020-03-31T08:23:40Z,Moti_P17
28,24,23,5,9,35,37,28,14,2020-03-31T11:15:37Z,Moti_P17
25,25,20,0,7,24,28,27,24,2020-03-31T11:16:36Z,Moti_P17
26,25,25,24,26,27,33,28,5,2020-03-31T13:20:33Z,Moti_P17
25,26,24,6,0,28,34,24,0,2020-04-01T06:03:34Z,Moti_P17
32,27,20,0,22,23,30,23,28,2020-04-01T08:21:46Z,Moti_P17
22,21,21,23,6,40,34,22,0,2020-04-01T09:13:09Z,Moti_P17
28,28,26,14,26,27,31,30,25,2020-04-01T11:45:17Z,Moti_P17
28,27,24,28,29,30,32,30,8,2020-04-01T12:01:36Z,Moti_P17
23,18,18,0,3,24,25,9,18,2020-04-01T12:42:03Z,Moti_P17
26,24,27,27,29,32,16,16,0,2020-04-02T06:30:31Z,Moti_P17
28,28,25,20,38,31,19,21,1,2020-04-02T08:20:56Z,Moti_P17
35,26,25,22,24,30,30,15,0,2020-04-02T09:20:14Z,Moti_P17
26,28,22,23,2,31,37,20,0,2020-04-02T11:25:19Z,Moti_P17
27,13,24,0,11,31,29,21,27,2020-04-02T11:26:21Z,Moti_P17
26,24,25,0,2,23,30,19,32,2020-04-02T13:15:11Z,Moti_P17
21,26,23,0,0,21,30,23,30,2020-04-02T14:31:41Z,Moti_P17
25,22,25,0,8,25,32,25,32,2020-04-03T07:28:35Z,Moti_P17
27,24,24,24,0,29,28,22,29,2020-04-03T09:35:57Z,Moti_P17
25,26,23,25,24,21,24,25,0,2020-04-03T09:51:51Z,Moti_P17
28,27,26,15,17,30,30,19,11,2020-04-03T11:51:51Z,Moti_P17
28,27,27,25,36,28,31,20,7,2020-04-03T13:25:17Z,Moti_P17
28,27,30,23,31,33,37,26,21,2020-04-03T13:29:14Z,Moti_P17
26,26,26,17,26,25,28,24,23,2020-04-04T08:11:52Z,Moti_P17
29,24,24,24,0,43,40,14,0,2020-04-04T10:30:14Z,Moti_P17
28,25,26,27,36,25,28,23,0,2020-04-04T11:35:39Z,Moti_P17
21,24,25,0,1,23,27,24,32,2020-04-04T13:15:28Z,Moti_P17
28,24,26,23,17,30,34,25,0,2020-04-04T15:05:26Z,Moti_P17
26,26,23,2,0,28,28,19,29,2020-04-05T07:15:35Z,Moti_P17
27,28,26,31,29,31,32,29,21,2020-04-05T09:55:37Z,Moti_P17
32,30,25,28,24,30,37,14,24,2020-04-05T11:26:15Z,Moti_P17
26,28,21,18,2,33,31,21,19,2020-04-05T12:30:28Z,Moti_P17
27,24,23,16,16,33,30,22,0,2020-04-05T13:04:30Z,Moti_P17
26,23,23,9,18,33,27,23,0,2020-04-05T13:08:42Z,Moti_P17
27,9,23,7,12,27,28,22,0,2020-04-05T15:07:31Z,Moti_P17
28,30,25,9,2,30,35,0,23,2020-04-06T06:49:48Z,Moti_P17
26,26,25,2,0,26,30,11,24,2020-04-06T08:50:47Z,Moti_P17
29,28,23,3,0,23,36,9,23,2020-04-06T09:59:44Z,Moti_P17
30,27,25,20,20,28,17,17,2,2020-04-06T10:06:15Z,Moti_P17
23,26,22,0,0,21,30,0,27,2020-04-06T12:31:08Z,Moti_P17
32,28,23,26,30,28,26,22,0,2020-04-06T13:15:28Z,Moti_P17
27,26,26,18,21,25,27,13,24,2020-04-06T13:42:18Z,Moti_P17
25,23,23,2,15,30,28,13,23,2020-04-07T06:42:15Z,Moti_P17
23,21,23,16,22,28,33,22,0,2020-04-07T08:20:25Z,Moti_P17
24,20,24,16,19,29,36,26,0,2020-04-07T09:15:14Z,Moti_P17
26,24,20,16,17,19,15,0,8,2020-04-07T09:17:18Z,Moti_P17
22,26,24,2,2,25,28,21,26,2020-04-07T12:32:32Z,Moti_P17
26,26,25,5,22,12,19,20,0,2020-04-07T12:38:34Z,Moti_P17
31,26,25,11,10,31,27,8,32,2020-04-07T14:11:01Z,Moti_P17
33,34,23,2,2,29,31,0,22,2020-04-08T07:02:36Z,Moti_P17
27,27,24,8,3,24,29,0,27,2020-04-08T08:20:39Z,Moti_P17
28,25,24,2,2,35,42,0,17,2020-04-08T09:28:15Z,Moti_P17
24,11,24,15,23,25,25,0,0,2020-04-08T09:32:05Z,Moti_P17
34,28,24,8,0,24,23,11,5,2020-04-08T12:17:23Z,Moti_P17
12,24,17,0,0,24,37,3,29,2020-04-08T13:08:24Z,Moti_P17
31,30,21,0,2,27,27,6,0,2020-04-08T14:38:19Z,Moti_P17
21,24,26,17,23,24,13,19,0,2020-04-09T08:11:04Z,Moti_P17
24,25,23,0,0,20,37,0,22,2020-04-09T08:14:28Z,Moti_P17
25,23,23,0,6,20,27,0,27,2020-04-09T10:43:11Z,Moti_P17
30,23,24,4,10,29,35,16,0,2020-04-09T11:57:08Z,Moti_P17
35,27,24,21,18,35,31,19,0,2020-04-09T12:04:15Z,Moti_P17
26,30,25,24,30,27,28,27,0,2020-04-09T14:08:37Z,Moti_P17
33,32,26,26,19,37,25,7,8,2020-04-10T07:52:20Z,Moti_P17
34,27,21,4,0,23,30,0,12,2020-04-10T08:59:07Z,Moti_P17
37,26,23,13,26,39,28,0,0,2020-04-10T09:57:46Z,Moti_P17
34,35,25,23,31,37,29,0,0,2020-04-10T10:00:02Z,Moti_P17
22,30,24,25,14,36,33,7,23,2020-04-10T12:11:14Z,Moti_P17
23,25,22,0,0,32,26,18,39,2020-04-10T13:22:56Z,Moti_P17
27,25,25,20,31,27,25,0,0,2020-04-10T14:59:24Z,Moti_P17
31,29,23,2,0,23,28,0,30,2020-04-11T07:15:37Z,Moti_P17
33,23,22,4,0,11,26,8,29,2020-04-11T09:55:55Z,Moti_P17
28,25,21,0,21,34,34,7,0,2020-04-11T09:57:15Z,Moti_P17
33,28,23,7,27,36,27,3,0,2020-04-11T10:33:36Z,Moti_P17
23,24,23,12,0,21,22,0,28,2020-04-11T13:21:12Z,Moti_P17
25,19,21,0,0,18,28,0,34,2020-04-11T13:23:45Z,Moti_P17
32,33,27,29,29,36,28,13,0,2020-04-11T15:04:55Z,Moti_P17
24,25,21,12,0,27,32,16,28,2020-04-12T07:13:12Z,Moti_P17
31,24,23,10,0,24,25,0,19,2020-04-12T09:42:30Z,Moti_P17
30,24,24,4,28,27,29,13,0,2020-04-12T10:16:05Z,Moti_P17
28,15,24,0,24,31,35,15,0,2020-04-12T10:34:40Z,Moti_P17
35,32,24,28,7,35,35,15,0,2020-04-12T13:11:14Z,Moti_P17
37,29,23,22,23,35,31,0,0,2020-04-12T14:58:39Z,Moti_P17
25,25,24,15,1,19,37,14,0,2020-04-13T07:30:35Z,Moti_P17
27,27,25,8,27,32,29,7,0,2020-04-13T09:27:29Z,Moti_P17
32,29,25,26,27,33,32,22,0,2020-04-13T09:29:25Z,Moti_P17
26,26,33,30,35,42,35,8,9,2020-04-13T12:20:09Z,Moti_P17
30,23,28,29,41,34,30,0,13,2020-04-13T12:33:30Z,Moti_P17
26,26,25,8,0,25,29,24,31,2020-04-13T13:12:37Z,Moti_P17
